,project_name,oneliner,git_namespace,git_url,platform,labels,topic,last_commit_date,stargazers_count,number_of_dependents,stars_last_year,project_active,dominating_language,organization,organization_user_name,languages,homepage,refs,project_created,project_age_in_days,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,issues_closed_last_year,days_until_last_issue_closed,open_pullrequests,reviews_per_pr,development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,dependents_repos,organization_name,organization_github_url,organization_website,organization_location,organization_country,organization_form,organization_avatar,organization_public_repos,organization_created,organization_last_update,project_age_in_years,field,activity,community,size,total_score
538,"<a href=""https://github.com/JGCRI/CEDS.git"" style = ""color: black"">The Community Emissions Data System</a>",Produces consistent estimates of global air emissions species over the industrial era (1750 - present).,JGCRI,https://github.com/JGCRI/CEDS.git,github,"emissions,data",Emission Observation and Modeling,"2022/10/19, 22:34:37",57.0,0.0,15.0,True,R,Joint Global Change Research Institute,JGCRI,"R,Makefile,Shell,Batchfile",http://www.globalchange.umd.edu/ceds/,",http://doi.org/10.5281/zenodo.4741285,http://doi.org/10.5281/zenodo.4509372,http://doi.org/10.5281/zenodo.4509372,http://doi.org/10.5281/zenodo.4509372","2017/09/07, 21:53:39",1889.0,CUSTOM,1.0,1760.0,"2022/10/19, 22:34:44",10.0,13.0,35.0,3.0,21.0,0.0,0.0,0.6544401544401545,"2021/05/05, 22:21:43",2021_4_21_Release,0.0,13.0,False,,False,False,,,https://github.com/JGCRI,http://globalchange.umd.edu,"College Park, MD, USA",,,https://avatars.githubusercontent.com/u/8431983?v=4,,,,5.175342465753425,Emissions,1.2070552147239264,1.79959100204499,2.057770961145194,0.4876761850090758
540,"<a href=""https://github.com/quishqa/PyChEmiss.git"" style = ""color: black"">PyChEmiss</a>",A Python script to create the wrfchemi file from local emissions needed to run WRF-Chem model.,quishqa,https://github.com/quishqa/PyChEmiss.git,github,"emission,wrf-chem,wrf-domain",Emission Observation and Modeling,"2022/08/15, 01:06:24",22.0,0.0,8.0,True,Python,,,Python,,,"2020/05/20, 20:55:39",903.0,GPL-3.0,9.0,69.0,"2022/06/28, 13:45:06",0.0,6.0,6.0,1.0,135.0,0.0,0.0,0.0517241379310344,,,0.0,3.0,False,,False,False,,,,,,,,,,,,2.473972602739726,Emissions,1.2387525562372188,0.6395705521472392,0.5761758691206544,0.23687266856256217
541,"<a href=""https://github.com/owid/co2-data.git"" style = ""color: black"">co2-data</a>",Data on CO2 and greenhouse gas emissions by Our World in Data.,owid,https://github.com/owid/co2-data.git,github,"co2-emissions,greenhouse-gas-emissions,environment,energy",Emission Observation and Modeling,"2022/09/07, 07:58:42",344.0,0.0,155.0,True,Python,Our World in Data,owid,Python,https://ourworldindata.org/co2-and-other-greenhouse-gas-emissions,,"2020/08/06, 13:02:32",826.0,GPL-3.0,73.0,143.0,"2022/09/07, 07:53:04",2.0,10.0,29.0,10.0,64.0,2.0,0.7,0.5208333333333333,,,0.0,5.0,False,,False,False,,,https://github.com/owid,https://ourworldindata.org,,,,https://avatars.githubusercontent.com/u/14187135?v=4,,,,2.263013698630137,Emissions,1.7413087934560327,1.7960122699386503,1.0419222903885481,0.45294475777968346
542,"<a href=""https://github.com/uataq/X-STILT.git"" style = ""color: black"">X-STILT</a>",An atmospheric transport model that deals with vertically integrated column CO2 and potentially other trace gases.,uataq,https://github.com/uataq/X-STILT.git,github,"atmospheric-modelling,remote-sensing,column-transport-error,urban-emission",Emission Observation and Modeling,"2022/07/05, 19:51:51",5.0,0.0,0.0,True,R,Utah Atmospheric Trace gas & Air Quality Lab,uataq,R,,",https://doi.org/10.5194/gmd-11-4843-2018,https://doi.org/10.1029/2002JD003161,https://doi.org/10.5194/gmd-11-2813-2018,https://doi.org/10.5194/gmd-11-4843-2018,https://doi.org/10.5194/gmd-11-4843-2018,https://doi.org/10.5194/gmd-11-2813-2018,https://doi.org/10.1029/2002JD003161,https://doi.org/10.1029/2004GL021127,https://doi.org/10.5194/acp-2021-1029","2018/04/06, 22:46:36",1678.0,GPL-3.0,13.0,152.0,"2020/12/18, 19:20:34",0.0,4.0,4.0,1.0,692.0,0.0,0.0,0.0067114093959731,"2019/02/04, 22:28:51",v1.4.1,0.0,1.0,False,,False,False,,,https://github.com/uataq,https://air.utah.edu,"Salt Lake City, UT",,,https://avatars.githubusercontent.com/u/30093582?v=4,,,,4.597260273972603,Emissions,1.7157464212678937,0.3655419222903885,0.44836400817995914,0.2405328126208329
543,"<a href=""https://github.com/uataq/stilt.git"" style = ""color: black"">stilt</a>",An open source Lagrangian particle dispersion model which is widely used to simulate the transport of pollution and greenhouse gases through the atmosphere.,uataq,https://github.com/uataq/stilt.git,github,"atmospheric-science,r,climate-science",Emission Observation and Modeling,"2022/05/05, 01:45:50",33.0,0.0,7.0,True,R,Utah Atmospheric Trace gas & Air Quality Lab,uataq,"R,Shell,Dockerfile,Fortran",https://uataq.github.io/stilt/,",https://doi.org/10.1175/JAMC-D-20-0158.1,https://doi.org/10.5194/gmd-11-2813-2018,https://doi.org/10.1175/BAMS-D-14-00110.1,https://doi.org/10.1029/2002JD003161","2016/07/08, 22:37:37",2315.0,GPL-3.0,2.0,231.0,"2022/08/26, 21:43:27",3.0,64.0,84.0,7.0,75.0,0.0,0.0,0.0092165898617511,"2020/06/23, 17:27:59",v1.2,0.0,3.0,False,,False,False,,,https://github.com/uataq,https://air.utah.edu,"Salt Lake City, UT",,,https://avatars.githubusercontent.com/u/30093582?v=4,,,,6.342465753424658,Emissions,1.4667689161554192,0.5383435582822086,1.4892638036809815,0.3232886374338378
544,"<a href=""https://github.com/arbrandt/OPGEE.git"" style = ""color: black"">OPGEE</a>",Oil Production Greenhouse Gas Emissions Estimator.,arbrandt,https://github.com/arbrandt/OPGEE.git,github,,Emission Observation and Modeling,"2022/11/10, 00:16:36",16.0,0.0,5.0,True,MATLAB,,,MATLAB,,,"2018/07/27, 01:24:52",1567.0,GPL-3.0,81.0,717.0,"2022/11/10, 00:16:58",43.0,1.0,453.0,44.0,0.0,1.0,0.0,0.3712660028449502,,,0.0,6.0,False,,False,False,,,,,,,,,,,,4.293150684931507,Emissions,1.446319018404908,1.1850715746421268,1.8374233128834356,0.42296041418399194
545,"<a href=""https://github.com/openghg/openghg.git"" style = ""color: black"">OpenGHG</a>",A cloud platform for greenhouse gas data analysis and collaboration.,openghg,https://github.com/openghg/openghg.git,github,"greenhouse-gas,data-science,cloud,analysis,collaboration",Emission Observation and Modeling,"2022/11/08, 16:57:43",9.0,0.0,5.0,True,Jupyter Notebook,OpenGHG,openghg,"Jupyter Notebook,Python,C,Shell,Dockerfile",https://www.openghg.org,,"2020/09/30, 14:35:48",771.0,Apache-2.0,944.0,2313.0,"2022/11/07, 15:23:47",123.0,172.0,360.0,268.0,3.0,4.0,0.2,0.1831983805668016,,,0.0,4.0,False,,True,False,,,https://github.com/openghg,https://www.openghg.org,,,,https://avatars.githubusercontent.com/u/67903512?v=4,,,,2.1123287671232878,Emissions,2.2254601226993866,1.1942740286298568,2.5864008179959104,0.5601317785871333
546,"<a href=""https://github.com/OpenCarbonWatch/Website.git"" style = ""color: black"">Open Carbon Watch</a>","We monitor greenhouse gases emission reports published by organizations, along with their legal obligations and their own commitments, and track them over time.",OpenCarbonWatch,https://github.com/OpenCarbonWatch/Website.git,github,"opendata,carbon-emissions,database,laravel,vuejs",Emission Observation and Modeling,"2022/11/07, 20:21:56",8.0,0.0,1.0,True,PHP,Open Carbon Watch,OpenCarbonWatch,"PHP,Blade,Vue,Shell",https://opencarbonwatch.org,,"2019/11/02, 09:22:52",1104.0,AGPL-3.0,12.0,128.0,"2022/02/13, 00:48:49",5.0,18.0,18.0,2.0,270.0,5.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,https://github.com/OpenCarbonWatch,https://opencarbonwatch.org,France,,,https://avatars.githubusercontent.com/u/57277203?v=4,,,,3.0246575342465754,Emissions,1.4918200408997955,0.30265848670756645,0.7055214723926381,0.23379150490990294
547,"<a href=""https://github.com/satish1901/Methane-detection-from-hyperspectral-imagery.git"" style = ""color: black"">Methane-detection-from-hyperspectral-imagery</a>",Deep Learning based Remote Sensing Methods for Methane Detection in Airborne Hyperspectral Imagery.,satish1901,https://github.com/satish1901/Methane-detection-from-hyperspectral-imagery.git,github,,Emission Observation and Modeling,"2021/07/14, 00:06:11",23.0,0.0,6.0,True,Python,,,"Python,HTML,Shell",,,"2020/06/01, 22:19:06",891.0,MIT,0.0,107.0,"2022/07/06, 20:23:10",10.0,12.0,12.0,5.0,127.0,10.0,0.0,0.0,,,0.0,1.0,False,,False,False,,,,,,,,,,,,2.441095890410959,Emissions,1.1906952965235174,0.30265848670756645,0.5899795501022496,0.19569576850794024
549,"<a href=""https://github.com/CMU-CREATE-Lab/deep-smoke-machine.git"" style = ""color: black"">deep-smoke-machine</a>",Deep learning models and dataset for recognizing industrial smoke emissions.,CMU-CREATE-Lab,https://github.com/CMU-CREATE-Lab/deep-smoke-machine.git,github,"deep-learning,neural-network,machine-learning,computer-vision,smoke,air-quality,python,pytorch,smoke-recognition,citizen-science",Emission Observation and Modeling,"2022/10/13, 16:11:01",94.0,0.0,19.0,True,Python,CMU CREATE Lab,CMU-CREATE-Lab,"Python,Shell",http://smoke.createlab.org,,"2019/04/30, 19:10:41",1290.0,BSD-3-Clause,8.0,502.0,"2022/07/15, 09:34:01",2.0,3.0,10.0,2.0,118.0,0.0,0.0,0.1307847082494969,"2020/05/18, 21:16:24",v1.0,0.0,2.0,False,,False,False,,,https://github.com/CMU-CREATE-Lab,cmucreatelab.org,"Pittsburgh, PA, USA",,,https://avatars.githubusercontent.com/u/3278646?v=4,,,,3.5342465753424657,Emissions,1.4805725971370143,0.6497955010224948,0.8277096114519429,0.28186517330023775
550,"<a href=""https://github.com/Ribbit-Network/ribbit-network-frog-sensor.git"" style = ""color: black"">Ribbit Network Frog Sensor</a>","The sensor for the world's largest crowdsourced network of open-source, low-cost, CO2 Gas Detection Sensors.",Ribbit-Network,https://github.com/Ribbit-Network/ribbit-network-frog-sensor.git,github,"climate,co2-sensors,balena,influxdb,raspberry-pi",Emission Observation and Modeling,"2022/10/25, 04:38:11",67.0,0.0,43.0,True,G-code,Ribbit Network,Ribbit-Network,"G-code,Python,Shell",,,"2021/06/05, 18:53:57",523.0,MIT,127.0,314.0,"2022/10/25, 04:38:11",23.0,64.0,128.0,87.0,16.0,0.0,0.7,0.3115942028985508,"2021/12/07, 05:15:07",hw_v2,3.0,14.0,True,custom,False,True,,,https://github.com/Ribbit-Network,https://ribbitnetwork.org/,,,,https://avatars.githubusercontent.com/u/88076953?v=4,,,,1.4328767123287671,Emissions,2.362474437627812,1.9182004089979552,2.160531697341513,0.618721368565189
552,"<a href=""https://github.com/mmb-carb/ESTA.git"" style = ""color: black"">ESTA</a>","A command-line tool for processing raw emissions data into spatially and temporally-allocated emissions inventories, suitable for photochemicaly modeling or other analysis.",mmb-carb,https://github.com/mmb-carb/ESTA.git,github,"emissions,air-pollution,modeling,inventory,on-road,automobiles",Emission Observation and Modeling,"2022/03/16, 23:35:02",9.0,0.0,2.0,True,Python,Modeling and Meteorology Branch of the California Air Resources Board,mmb-carb,"Python,Shell",,,"2017/09/14, 15:51:02",1883.0,GPL-3.0,8.0,551.0,"2019/01/02, 17:40:01",4.0,0.0,16.0,0.0,1408.0,0.0,0.0,0.3235294117647058,,,0.0,3.0,False,,False,False,,,https://github.com/mmb-carb,https://www.arb.ca.gov/homepage.htm,"Sacramento, California",,,https://avatars.githubusercontent.com/u/31774095?v=4,,,,5.158904109589041,Emissions,1.4268916155419222,0.9156441717791411,0.8890593047034765,0.3117333070117186
553,"<a href=""https://github.com/milankl/FlyingClimate.git"" style = ""color: black"">FlyingClimate</a>",Model the CO2 and non-CO2 effects like nitrogen oxide emissions and contrail formation to analyse aviation's total warming footprint.,milankl,https://github.com/milankl/FlyingClimate.git,github,,Emission Observation and Modeling,"2021/11/12, 11:32:02",12.0,0.0,0.0,True,Jupyter Notebook,,,Jupyter Notebook,,",https://zenodo.org/badge/latestdoi/314593749","2020/11/20, 15:29:47",720.0,GPL-3.0,2.0,64.0,"2021/11/12, 11:32:02",0.0,22.0,22.0,1.0,363.0,0.0,0.0,0.1395348837209302,"2021/09/28, 10:56:44",v1.1,0.0,3.0,False,,False,False,,,,,,,,,,,,1.9726027397260273,Emissions,1.6784253578732107,0.74079754601227,0.8476482617586911,0.3124296562849452
554,"<a href=""https://github.com/OSUKED/ETS-Watch.git"" style = ""color: black"">ETS-Watch</a>",Provides a Python client for retrieving the latest data on the EU Emissions Trading System market and its participants.,OSUKED,https://github.com/OSUKED/ETS-Watch.git,github,"git-scraping,eu-ets-market",Emission Observation and Modeling,"2022/04/12, 02:15:40",4.0,0.0,2.0,True,Python,Open Source UK Energy Data,OSUKED,"Python,Jupyter Notebook,HTML,CSS,JavaScript,TeX,Batchfile",https://OSUKED.github.io/ETS-Watch/,,"2020/12/08, 18:06:18",702.0,GPL-3.0,124.0,429.0,"2021/11/12, 11:32:02",0.0,0.0,0.0,0.0,363.0,0.0,0.0,0.0,"2021/04/28, 23:14:36",v0.0.1,0.0,1.0,False,,False,False,,,https://github.com/OSUKED,https://osuked.com/,,,,https://avatars.githubusercontent.com/u/75696139?v=4,,,,1.9232876712328768,Emissions,2.06799591002045,0.30265848670756645,0.4831288343558282,0.26966211889738506
559,"<a href=""https://github.com/ICOS-Carbon-Portal/pylib.git"" style = ""color: black"">Integrated Carbon Observation System</a>","Produces standardised data on greenhouse gas concentrations in the atmosphere, as well as on carbon fluxes between the atmosphere, the earth and oceans.",ICOS-Carbon-Portal,https://github.com/ICOS-Carbon-Portal/pylib.git,github,"icos,dataaccess,greenhouse-gas,european",Emission Observation and Modeling,"2022/10/27, 08:34:53",7.0,5.0,4.0,True,Python,ICOS Carbon Portal,ICOS-Carbon-Portal,Python,,,"2020/07/27, 13:20:53",836.0,GPL-3.0,128.0,359.0,"2022/10/27, 08:34:57",15.0,64.0,96.0,88.0,14.0,2.0,1.3,0.3461538461538461,,,0.0,6.0,False,,False,False,"openghg/openghg,pawel-wolff/atmo-access-time-series,claudiodonofrio/icosapi,emanueletramutola/icos_api,greglit/policybear",,https://github.com/ICOS-Carbon-Portal,https://www.icos-cp.eu,"Lund, Sweden",,,https://avatars.githubusercontent.com/u/10807176?v=4,,,,2.2904109589041095,Emissions,1.9458077709611452,1.794478527607362,1.8282208588957056,0.537735939820131
561,"<a href=""https://github.com/fossilfuelregistry/portal-v2.git"" style = ""color: black"">The Global Registry of Fossil Fuels</a>","Open Source database of oil, gas and coal production and reserves globally, expressed in CO2-equivalent.",fossilfuelregistry,https://github.com/fossilfuelregistry/portal-v2.git,github,,Emission Observation and Modeling,"2022/11/07, 18:08:46",3.0,0.0,3.0,True,TypeScript,,,"TypeScript,JavaScript,CSS,HTML",,,"2022/07/27, 08:49:42",106.0,MIT,234.0,234.0,"2022/10/27, 08:34:57",8.0,0.0,0.0,0.0,14.0,0.0,0.0,0.5675675675675675,,,0.0,4.0,False,,False,False,,,,,,,,,,,,0.29041095890410956,Emissions,1.3093047034764824,1.2811860940695297,0.6022494887525562,0.3176802013441283
562,"<a href=""https://github.com/Novarizark/easy-era5-trck.git"" style = ""color: black"">Easy-ERA5-Trck</a>",A super lightweight Lagrangian model for calculating millions of trajectories using ERA5 data.,Novarizark,https://github.com/Novarizark/easy-era5-trck.git,github,"era5,python,lagrangian,trajectory,multiprocessing",Emission Observation and Modeling,"2022/06/24, 12:23:47",26.0,0.0,11.0,True,Python,,,"Python,Shell",,,"2020/10/28, 08:04:54",743.0,MIT,1.0,44.0,"2021/06/15, 13:19:13",0.0,3.0,3.0,0.0,513.0,0.0,0.0,0.05,"2021/06/02, 06:09:36",v0.10-beta,0.0,2.0,False,,False,False,,,,,,,,,,,,2.0356164383561643,Emissions,1.5424335378323106,0.553680981595092,0.34662576687116564,0.2367671169994973
566,"<a href=""https://github.com/brightway-lca/brightway2.git"" style = ""color: black"">brightway2</a>",An open source framework for life cycle assessment.,brightway-lca,https://github.com/brightway-lca/brightway2.git,github,"life-cycle-assessment,bw2,python,documentation",Life Cycle Assessment,"2022/08/24, 12:21:36",44.0,40.0,26.0,True,Jupyter Notebook,Brightway LCA software framework,brightway-lca,"Jupyter Notebook,HTML,TeX,Python,Shell",https://brightway.dev/,,"2020/03/02, 18:57:27",983.0,BSD-3-Clause,22.0,482.0,"2022/11/09, 15:21:03",11.0,0.0,37.0,12.0,1.0,2.0,0.0,0.0118203309692671,,,0.0,5.0,False,,True,False,"MTES-MCT/ecobalyse-data,CIRAIG/IWP_Reborn,flechtenberg/bw_activity_replacement,sysarcher/hack_zurich,dgfug/swolfpy,SwolfPy-Project/swolfpy,ENVIRO-Module/enbios,cyrillefrancois/openlca2bw,QSD-Group/BW2QSD,aleksandra-kim/gsa_framework,cmutel/tension,AntelopeLCA/lca_disclosures_bw2,brightway-lca/multifunctional,polca/premise,MaximeAgez/pylcaio,mfastudillo/ulcarchetype,scyjth/biosteam_lca,oie-mines-paristech/lca_algebraic,brightway-lca/temporalis,PascalLesage/bw2-database-preaggregator,CIRAIG/bw2waterbalancer,brightway-lca/brightway2-calc,aleksandra-kim/brightway2-calc-copy,brightway-lca/brightway2-regional,CIRAIG/bw2landbalancer,Loisel/lca2rmnd,pjamesjoyce/futura,CIRAIG/brightway2-aggregated,MAGIC-nexus/nis-backend,pjamesjoyce/lca_disclosures,NicolasDumoulin/brightway2-sensitivity,cmutel/bw2_aware,pjamesjoyce/lcopt_cv,pjamesjoyce/lcopt,pjamesjoyce/rmflow,peteWT/fcat_biomass,WoodResourcesGroup/RoundwoodHarvestGHG,LCA-ActivityBrowser/activity-browser,cardosan/tempo_test,cmutel/bw2-lcimpact",,https://github.com/brightway-lca,https://docs.brightway.dev/,,,,https://avatars.githubusercontent.com/u/26960762?v=4,,,,2.6931506849315068,Industrial Ecology,1.1058282208588956,0.7014314928425358,1.131390593047035,0.27760340568016023
567,"<a href=""https://github.com/romainsacchi/carculator.git"" style = ""color: black"">carculator</a>",Prospective environmental and economic life cycle assessment of vehicles made blazing fast.,romainsacchi,https://github.com/romainsacchi/carculator.git,github,,Life Cycle Assessment,"2022/10/17, 09:26:14",32.0,3.0,7.0,True,Python,,,Python,http://carculator.psi.ch,",https://doi.org/10.5281/zenodo.3778259","2019/06/07, 11:42:08",1252.0,BSD-3-Clause,160.0,939.0,"2022/04/24, 07:30:55",4.0,10.0,23.0,3.0,200.0,0.0,0.1,0.0410958904109589,"2022/10/17, 09:42:33",v.1.7.3,0.0,2.0,False,,True,True,"romainsacchi/commute,polca/premise,romainsacchi/carculator_online",,,,,,,,,,,3.43013698630137,Industrial Ecology,2.6467280163599183,0.7955010224948875,1.2300613496932515,0.44197453777417833
568,"<a href=""https://github.com/USEPA/ElectricityLCI.git"" style = ""color: black"">Electricity Life Cycle Inventory</a>","A Python package that uses standardized facility release and generation data to create regionalized life cycle inventory (LCI) models for the generation, mix of generation, mix of consumption, and distribution of electricity to end users for the US, with embedded system processes of upstream fuel production and infrastructure.",USEPA,https://github.com/USEPA/ElectricityLCI.git,github,ord,Life Cycle Assessment,"2020/08/26, 09:34:02",19.0,0.0,3.0,True,Python,U.S. Environmental Protection Agency,USEPA,Python,,,"2017/06/23, 18:37:55",1966.0,CC0-1.0,0.0,974.0,"2022/10/24, 15:23:20",26.0,83.0,166.0,22.0,17.0,0.0,0.0,0.5750708215297451,"2020/08/26, 09:36:44",v1.0.1,0.0,8.0,False,,False,False,,,https://github.com/USEPA,https://www.epa.gov,United States of America,,,https://avatars.githubusercontent.com/u/1304320?v=4,,,,5.3863013698630136,Industrial Ecology,1.3588957055214723,1.5388548057259714,2.3604294478527605,0.49804388788301246
569,"<a href=""https://github.com/uslci-admin/uslci-content.git"" style = ""color: black"">uslci-content</a>",Supplementary content for the U.S. Life Cycle Inventory Database.,uslci-admin,https://github.com/uslci-admin/uslci-content.git,github,,Life Cycle Assessment,"2022/11/07, 13:15:06",18.0,0.0,9.0,True,,,,,,,"2017/12/21, 17:25:44",1785.0,MIT,93.0,659.0,"2018/07/25, 18:23:08",6.0,0.0,2.0,0.0,1569.0,0.0,0.0,0.0896656534954407,,,0.0,4.0,False,,False,False,,,,,,,,,,,,4.890410958904109,Industrial Ecology,1.8021472392638036,0.7561349693251534,0.8793456032719836,0.32848524570181853
570,"<a href=""https://github.com/GreenDelta/olca-app.git"" style = ""color: black"">OpenLCA</a>",An open source and free software for Sustainability and Life Cycle Assessment.,GreenDelta,https://github.com/GreenDelta/olca-app.git,github,"openlca,eclipse-rcp,java",Life Cycle Assessment,"2022/11/10, 15:09:54",117.0,0.0,36.0,True,Java,,GreenDelta,"Java,TypeScript,Python,HTML,CSS,NSIS,JavaScript,Shell,Batchfile",openlca.org,,"2013/08/29, 14:14:54",3360.0,MPL-2.0,724.0,3888.0,"2022/11/10, 15:09:58",34.0,92.0,221.0,111.0,0.0,0.0,0.0,0.307007786429366,,,0.0,9.0,False,,False,False,,,https://github.com/GreenDelta,,,,,https://avatars.githubusercontent.com/u/3889246?v=4,,,,9.205479452054794,Industrial Ecology,1.92280163599182,1.2653374233128833,2.731083844580777,0.5515860612728309
571,"<a href=""https://github.com/GreenDelta/openlca-python-tutorial.git"" style = ""color: black"">openlca-python-tutorial</a>",Explains the usage of the openLCA API from Python.,GreenDelta,https://github.com/GreenDelta/openlca-python-tutorial.git,github,"python,jython,tutorial,openlca",Life Cycle Assessment,"2022/09/27, 13:26:12",26.0,0.0,5.0,True,Jupyter Notebook,,GreenDelta,"Jupyter Notebook,Python,Batchfile",,,"2017/02/07, 11:24:19",2102.0,CUSTOM,5.0,55.0,"2022/08/15, 11:17:49",30.0,1.0,4.0,1.0,87.0,0.0,0.0,0.1886792452830188,,,0.0,5.0,False,,False,False,,,https://github.com/GreenDelta,,,,,https://avatars.githubusercontent.com/u/3889246?v=4,,,,5.758904109589041,Industrial Ecology,1.0945807770961145,0.9478527607361964,0.5557259713701431,0.25612191200897894
574,"<a href=""https://github.com/oie-mines-paristech/lca_algebraic.git"" style = ""color: black"">lca_algebraic</a>","A small layer above brightway2, designed for the definition of parametric inventories with fast computation of LCA impacts, suitable for Monte Carlo analysis.",oie-mines-paristech,https://github.com/oie-mines-paristech/lca_algebraic.git,github,"lca,brightway2,numpy,monte-carlo,lca-algebraic,foreground-activities,symbolic-expressions",Life Cycle Assessment,"2022/09/14, 09:42:56",12.0,0.0,4.0,True,Jupyter Notebook,OIE - Mines ParisTech,oie-mines-paristech,"Jupyter Notebook,Python,Makefile",,,"2020/03/30, 14:53:35",955.0,BSD-2-Clause,14.0,132.0,"2022/09/13, 16:15:29",9.0,11.0,16.0,8.0,58.0,1.0,0.0,0.0169491525423728,"2021/06/23, 11:51:05",1.0.0,0.0,3.0,False,,False,False,,,https://github.com/oie-mines-paristech,http://www.oie.mines-paristech.fr/,Sophia Antipolis - France,,,https://avatars.githubusercontent.com/u/62893802?v=4,,,,2.6164383561643834,Industrial Ecology,1.7622699386503067,0.5587934560327199,0.7995910020449899,0.2959252484912987
576,"<a href=""https://github.com/Vizzuality/trase.git"" style = ""color: black"">Trase</a>",Brings unprecedented transparency to commodity supply chains revealing new pathways towards achieving a deforestation-free economy.,Vizzuality,https://github.com/Vizzuality/trase.git,github,,Life Cycle Assessment,"2022/11/10, 09:58:47",32.0,0.0,4.0,True,Ruby,Vizzuality,Vizzuality,"Ruby,JavaScript,PLpgSQL,SCSS,HTML,CSS,Shell,EJS,CoffeeScript",https://trase.earth,,"2017/02/16, 15:55:05",2093.0,MIT,262.0,7267.0,"2022/11/07, 04:00:48",46.0,1914.0,2099.0,177.0,3.0,13.0,0.0,0.7493408331868519,"2022/11/10, 10:30:21",6.8.1,0.0,17.0,False,,False,False,,,https://github.com/Vizzuality,http://www.vizzuality.com,"Madrid, Cambridge, Barcelona, Washington DC",,,https://avatars.githubusercontent.com/u/305994?v=4,,,,5.734246575342466,Industrial Ecology,2.889570552147239,1.9488752556237219,3.6365030674846626,0.7951795752347822
577,"<a href=""https://github.com/QSD-Group/QSDsan.git"" style = ""color: black"">QSDsan</a>",A package for the quantitative sustainable design of sanitation and resource recovery systems.,QSD-Group,https://github.com/QSD-Group/QSDsan.git,github,"sanitation,resource-recovery,techno-economic-analysis,life-cycle-assessment,quantitative-sustainable-design,sustainability-analysis",Life Cycle Assessment,"2022/11/07, 03:54:07",24.0,7.0,13.0,True,Python,Quantitative Sustainable Design (QSD) Group,QSD-Group,Python,https://qsdsan.com,",https://doi.org/10.1039/d2ew00455k\n\n,https://doi.org/10.1039/d2ew00455k.\n\n,https://doi.org/10.1039/D2EW00431C.\n\n,https://doi.org/10.1021/acssuschemeng.9b07040.\n\n\n","2020/09/29, 15:53:46",772.0,CUSTOM,685.0,1367.0,"2022/10/14, 14:24:30",1.0,46.0,87.0,46.0,27.0,0.0,0.0,0.2887383573243014,,,0.0,10.0,False,,True,True,"QSD-Group/QSDsan-workshop,QSD-Group/QSDsan-webapp,QSD-Group/DMsan,QSD-Group/QSDsan,QSD-Group/QSDedu,BioSTEAMDevelopmentGroup/biosteam,QSD-Group/EXPOsan",,https://github.com/QSD-Group,,,,,https://avatars.githubusercontent.com/u/68925850?v=4,,,,2.115068493150685,Industrial Ecology,2.205010224948875,1.2837423312883436,2.2806748466257667,0.542711836546366
578,"<a href=""https://github.com/polca/premise.git"" style = ""color: black"">premise</a>",Coupling Integrated Assessment Models output with Life Cycle Assessment.,romainsacchi,https://github.com/polca/premise.git,github,"lifecycle,energy,ecoinvent,transport,inventory",Life Cycle Assessment,"2022/11/04, 18:04:55",54.0,7.0,35.0,True,Python,POLCA,polca,"Python,Jupyter Notebook",,",https://doi.org/10.1016/j.rser.2022.112311","2018/11/13, 10:31:56",1458.0,BSD-3-Clause,750.0,1465.0,"2022/11/07, 12:36:56",17.0,34.0,74.0,42.0,3.0,1.0,0.1,0.1040061633281972,"2022/11/04, 18:05:22",v.1.3.9,0.0,10.0,False,,True,True,"alideoro/Team_PV,Joris-Simaitis/Team-Awesome-Autumn-School,premise-community-scenarios/ammonia-prospective-scenarios,premise-community-scenarios/cobalt-perspective-2050,premise-community-scenarios/energy-perspective-2050-switzerland,premise-community-scenarios/scenario-example-bread,whatofit/LevelWordWithFreq",,https://github.com/polca,,,,,https://avatars.githubusercontent.com/u/58623740?v=4,,,,3.9945205479452053,Industrial Ecology,2.7648261758691204,1.3640081799591002,2.2029652351738243,0.5981181224151254
579,"<a href=""https://github.com/USEPA/useeior.git"" style = ""color: black"">useeior</a>",Estimating potential environmental impacts of goods and services in the US economy.,USEPA,https://github.com/USEPA/useeior.git,github,ord,Life Cycle Assessment,"2022/08/25, 15:32:13",17.0,0.0,9.0,True,R,U.S. Environmental Protection Agency,USEPA,R,,",https://doi.org/10.5281/zenodo.6370101,https://doi.org/10.3390/app12094469","2019/11/13, 14:07:05",1093.0,CC0-1.0,403.0,2025.0,"2022/10/20, 17:59:25",7.0,134.0,235.0,66.0,21.0,2.0,2.9,0.5314121037463977,"2022/08/22, 20:53:01",v1.1.1,0.0,12.0,False,,False,False,,,https://github.com/USEPA,https://www.epa.gov,United States of America,,,https://avatars.githubusercontent.com/u/1304320?v=4,,,,2.9945205479452053,Industrial Ecology,2.7893660531697346,2.3844580777096116,2.8358895705521467,0.7677309726847287
